SCIENTIFIC NAME,SPANISH NAME
Anthus correndera,Correndera Pipit Cachirla Correndera
Anthus hellmayri,Hellmayr’s Pipit Cachirla de Hellmayr
Anthus bogotensis,Páramo Pipit Cachirla del PáramoFamily PASSERIDAE: Old World Sparrows / Gorriones del Viejo Mun do
Spinus crassirostris,Thick-billed Siskin Jilguero de Pico Grueso
Spinus magellanicus,Hooded Siskin Jilguero Encapuchado
Spinus siemiradzkii,Saffron Siskin Jilguero Azafranado
Spinus olivaceus,Olivaceous Siskin Jilguero Oliváceo
Spinus xanthogastrus,Yellow-bellied Siskin Jilguero de Vientre Amarillo
Spinus atratus,Black Siskin Jilguero Negro
Spinus uropygialis,Yellow-rumped Siskin Jilguero Cordillerano
Spinus psaltria,Lesser Goldfinch Jilguero Menor
Chlorophonia cyanocephala,Golden-rumped Euphonia Eufonia de Lomo Dorado
Chlorophonia cyanea,Blue-naped Chlorophonia Clorofonia de Nuca Azul
Chlorophonia pyrrhophrys,Chestnut-breasted Chlorophonia Clorofonia de Pecho Castaño
Euphonia saturata,Orange-crowned Euphonia Eufonia de Corona Naranja
Euphonia plumbea,Plumbeous Euphonia Eufonia Plumbea
Euphonia chlorotica,Purple-throated Euphonia Eufonia de Garganta Púrpura
Euphonia chrysopasta,Golden-bellied Euphonia Eufonia de Vientre Dorado
Euphonia minuta,White-vented Euphonia Eufonia de Subcaudales Blancas
Euphonia laniirostris,Thick-billed Euphonia Eufonia de Pico Grueso
Euphonia xanthogaster,Orange-bellied Euphonia Eufonia de Vientre Naranja
Euphonia mesochrysa,Bronze-green Euphonia Eufonia Bronce y Verde
Euphonia rufiventris,Rufous-bellied Euphonia Eufonia de Vientre Rufo
Chlorospingus flavigularis,Yellow-throated Chlorospingus Chlorospingo de Garganta Amarilla
Chlorospingus parvirostris,Short-billed Chlorospingus Chlorospingo de Pico Corto
Chlorospingus canigularis,Ashy-throated Chlorospingus Chlorospingo de Garganta Ceniza
Chlorospingus flavopectus,Common Chlorospingus ChlorospingoComún
Rhynchospiza stolzmanni,Tumbes Sparrow Gorrión de Tumbes
Ammodramus humeralis,Grassland Sparrow Gorrión de Pajonal
Ammodramus aurifrons,Yellow-browed Sparrow Gorrión de Ceja Amarilla
Arremonops conirostris,Black-striped Sparrow Gorrión Listado de Negro
Arremon assimilis,Gray-browed Brushfinch Matorralero de Ceja Gris
Arremon torquatus,White-browed Brushfinch Matorralero de Ceja Blanca
Arremon aurantiirostris,Orange-billed Sparrow Gorrión de Pico Naranja
Arremon abeillei,Black-capped Sparrow Gorrión de Gorro Negro
Arremon taciturnus,Pectoral Sparrow Gorrión Pectoral
Arremon brunneinucha,Chestnut-capped Brushfinch Matorralero de Gorro Castaño
Arremon castaneiceps,Olive Finch Pinzón Oliváceo
Zonotrichia capensis,Rufous-collared Sparrow Gorrión de Collar Rufo
Atlapetes albiceps,White-headed Brushfinch Matorralero de Cabeza Blanca
Atlapetes rufigenis,Rufous-eared Brushfinch Matorralero de Oreja Rufa
Atlapetes tricolor,Tricolored Brushfinch Matorralero Tricolor
Atlapetes schistaceus,Slaty Brushfinch Matorralero Pizarroso
Atlapetes pallidinucha,Pale-naped Brushfinch Matorralero de Nuca Pálida
Atlapetes latinuchus,Yellow-breasted Brushfinch Matorralero de Pecho Amarillo
Atlapetes leucopterus,White-winged Brushfinch Matorralero de Ala Blanca
Atlapetes seebohmi,Bay-crowned Brushfinch Matorralero de Corona Baya
Atlapetes nationi,Rusty-bellied Brushfinch Matorralero de Vientre Rojizo
Atlapetes forbesi,Apurimac Brushfinch Matorralero de Apurímac
Atlapetes melanopsis,Black-spectacled Brushfinch Matorralero de Anteojos Negros
Atlapetes terborghi,Vilcabamba Brushfinch Matorralero de Vilcabamba
Atlapetes canigenis,Cuzco Brushfinch Matorralero de Cusco
Atlapetes melanolaemus,Black-faced Brushfinch Matorralero de Cara Negra
Dolichonyx oryzivorus,Bobolink Tordo Arrocero
Leistes militaris,Red-breasted Meadowlark Pastorero de Pecho Colorado
Leistes superciliaris,White-browed Meadowlark Pastorero de Ceja Blanca
Leistes bellicosus,Peruvian Meadowlark Pastorero Peruano
Amblycercus holosericeus,Yellow-billed Cacique Cacique de Pico Amarillo
Psarocolius angustifrons,Russet-backed Oropendola Oropéndola de Dorso Bermejo
Psarocolius atrovirens,Dusky-green Oropendola Oropéndola Verde Oscuro
Psarocolius viridis,Green Oropendola Oropéndola VerdeFamily FRINGILLIDAE: Finches / Jilgueros y Euphonias
Psarocolius decumanus,Crested Oropendola Oropéndola Crestada
Psarocolius bifasciatus,Olive Oropendola Oropéndola Olivácea
Cacicus solitarius,Solitary Black Cacique Cacique Solitario
Cacicus sclateri,Ecuadorian Cacique Cacique Ecuatoriano
Cacicus koepckeae,Selva Cacique Cacique de Koepcke
Cacicus uropygialis,Scarlet-rumped Cacique Cacique de Lomo Escarlata
Cacicus cela,Yellow-rumped Cacique Cacique de Lomo Amarillo
Cacicus chrysonotus,Mountain Cacique Cacique Montañes
Cacicus latirostris,Band-tailed Cacique Cacique de Cola Bandeada
Cacicus haemorrhous,Red-rumped Cacique Cacique de Lomo Rojo
Cacicus oseryi,Casqued Cacique Cacique de Casquete
Icterus croconotus,Orange-backed Troupial Turpial de Dorso Naranja
Icterus graceannae,White-edged Oriole Bolsero de Filos Blancos
Icterus mesomelas,Yellow-tailed Oriole Bolsero de Cola Amarilla
Icterus cayanensis,Epaulet Oriole Bolsero de Hombro Pintado
Molothrus oryzivorus,Giant Cowbird Tordo Gigante
Molothrus bonariensis,Shiny Cowbird Tordo Brilloso
Dives warczewiczi,Scrub Blackbird Tordo de Matorral
Quiscalus mexicanus,Great-tailed Grackle Clarinero de Cola Grande
Lampropsar tanagrinus,Velvet-fronted Grackle Clarinero de Frente Aterciopelada
Gymnomystax mexicanus,Oriole Blackbird Tordo Oriol
Gnorimopsar chopi,Chopi Blackbird Tordo Chopí
Agelasticus xanthophthalmus,Pale-eyed Blackbird Tordo de Ojo Pálido
Agelasticus cyanopus,Unicolored Blackbird Tordo Unicolor
Agelasticus thilius,Yellow-winged Blackbird Tordo de Ala Amarilla
Chrysomus icterocephalus,Yellow-hooded Blackbird Tordo de Capucha Amarilla
Parkesia noveboracensis,Northern Waterthrush Reinita-Acuática Norteña
Vermivora chrysoptera,Golden-winged Warbler Reinita de Ala Dorada
Mniotilta varia,Black-and-white Warbler Reinita Trepadora
Leiothlypis peregrina,Tennessee Warbler Reinita Verdilla
Oporornis agilis,Connecticut Warbler Reinita de Connecticut
Geothlypis aequinoctialis,Masked Yellowthroat Reinita Equinoccial
Setophaga ruticilla,American Redstart Candelita Americana
Setophaga cerulea,Cerulean Warbler Reinita Cerúlea
Setophaga pitiayumi,Tropical Parula Parula Tropical
Setophaga fusca,Blackburnian Warbler Reinita de Garganta Naranja
Setophaga petechia,Yellow Warbler Reinita Amarilla
Setophaga striata,Blackpoll Warbler Reinita Estriada
Setophaga palmarum,Palm Warbler Reinita Palmera
Myiothlypis luteoviridis,Citrine Warbler Reinita Citrina
Myiothlypis nigrocristata,Black-crested Warbler Reinita de Cresta Negra
Myiothlypis signata,Pale-legged Warbler Reinita de Pata Pálida
Myiothlypis fulvicauda,Buff-rumped Warbler Reinita de Lomo Anteado
Myiothlypis bivittata,Two-banded Warbler Reinita de Dos Bandas
Myiothlypis chrysogaster,Golden-bellied Warbler Reinita de Vientre Dorado
Myiothlypis fraseri,Gray-and-gold Warbler Reinita Gris y Dorada
Myiothlypis coronata,Russet-crowned Warbler Reinita de Corona Rojiza
Basileuterus tristriatus,Three-striped Warbler Reinita de Cabeza Listada
Basileuterus trifasciatus,Three-banded Warbler Reinita Tribandeada
Cardellina canadensis,Canada Warbler Reinita de Canada
Myioborus miniatus,Slate-throated Redstart Candelita de Garganta Plomiza
Myioborus melanocephalus,Spectacled Redstart Candelita de Anteojos
Lamprospiza melanoleuca,Red-billed Pied Tanager Tangara Pintada de Pico Rojo
Piranga flava,Hepatic Tanager Piranga Bermeja
Piranga rubra,Summer Tanager Piranga Roja
Piranga olivacea,Scarlet Tanager Piranga Escarlata
Piranga rubriceps,Red-hooded Tanager Piranga de Capucha Roja
Piranga leucoptera,White-winged Tanager Piranga de Ala Blanca
Habia rubica,Red-crowned Ant-Tanager Tangara-Hormiguera de Corona Roja
Chlorothraupis frenat,Yellow-lored Tanager Tangara de Lores Amarillo
Pheucticus chrysogaster,Golden Grosbeak Picogrueso Dorado
Pheucticus aureoventris,Black-backed Grosbeak Picogrueso de Dorso Negro
Pheucticus ludovicianus,Rose-breasted Grosbeak Picogrueso de Pecho RosadoFamily PARULIDAE: New World Wood-Warblers / Reinitas
Amaurospiza aequatorialis,Ecuadorian Seedeater Semillero Ecuatoriano
Cyanoloxia cyanoides,Blue-black Grosbeak Picogrueso Negro Azulado
Cyanoloxia rothschildii,Amazonian Grosbeak Picogrueso Amazónico
Nemosia pileata,Hooded Tanager Tangara Encapuchada
Sericossypha albocristata,White-capped Tanager Tangara de Gorro Blanco
Parkerthraustes humeralis,Yellow-shouldered Grosbeak Picogrueso de Hombro Amarillo
Catamblyrhynchus diadema,Plushcap Gorro Afelpado
Chlorophanes spiza,Green Honeycreeper Mielero Verde
Iridophanes pulcherrimus,Golden-collared Honeycreeper Mielero de Collar Dorado
Hemithraupis guira,Guira Tanager Tangara Guira
Hemithraupis flavicollis,Yellow-backed Tanager Tangara de Dorso Amarillo
Conirostrum bicolor,Bicolored Conebill Pico-de-Cono Bicolor
Conirostrum margaritae,Pearly-breasted Conebill Pico-de-Cono de Pecho Perlado
Conirostrum speciosum,Chestnut-vented Conebill Pico-de-Cono de Subcaudales Castañas
Conirostrum binghami,Giant Conebill Pico-de-Cono Gigante
Conirostrum ferrugineiventre,White-browed Conebill Pico-de-Cono de Ceja Blanca
Conirostrum sitticolor,Blue-backed Conebill Pico-de-Cono de Dorso Azul
Conirostrum albifrons,Capped Conebill Pico-de-Cono Coronado
Conirostrum tamarugense,Tamarugo Conebill Pico-de-Cono de los Tamarugales
Conirostrum cinereum,Cinereous Conebill Pico-de-Cono Cinéreo
Sicalis citrina,Stripe-tailed Yellow-Finch Chirigüe de Cola Listada
Sicalis lutea,Puna Yellow-Finch Chirigüe de la Puna
Sicalis uropygialis,Bright-rumped Yellow-Finch Chirigüe de Lomo Brillante
Sicalis olivascens,Greenish Yellow-Finch Chirigüe Verdoso
Sicalis flaveola,Saffron Finch Chirigüe Azafranado
Sicalis luteola,Grassland Yellow-Finch Chirigüe Común
Sicalis raimondii,Raimondi’s Yellow-Finch Chirigüe de Raimondi
Sicalis taczanowskii,Sulphur-throated Finch Chirigüe de Garganta Azufrada
Phrygilus atriceps,Black-hooded Sierra Finch Fringilo de Capucha Negra
Phrygilus punensis,Peruvian Sierra Finch Fringilo Peruano
Geospizopsis unicolor,Plumbeous Sierra Finch Fringilo Plomizo
Geospizopsis plebejus,Ash-breasted Sierra Finch Fringilo de Pecho Cenizo
Rhopospina fruticeti,Mourning Sierra Finch Fringilo de Pecho Negro
Rhopospina alaudina,Band-tailed Sierra Finch Fringilo de Cola Bandeada
Idiopsar erythronotus,White-throated Sierra Finch Fringilo de Garganta Blanca
Idiopsar speculifer,Glacier Finch Fringilo Glaciar
Idiopsar brachyurus,Boulder Finch Fringilo de las Rocas
Catamenia analis,Band-tailed Seedeater Semillero de Cola Bandeada
Catamenia inornata,Plain-colored Seedeater Semillero Simple
Catamenia homochroa,Páramo Seedeater Semillero Paramero
Diglossa lafresnayii,Glossy Flowerpiercer Pinchaflor Satinado
Diglossa mystacalis,Moustached Flowerpiercer Pinchaflor Bigotudo
Diglossa humeralis,Black Flowerpiercer Pinchaflor Negro
Diglossa brunneiventris,Black-throated Flowerpiercer Pinchaflor de Garganta Negra
Diglossa albilatera,White-sided Flowerpiercer Pinchaflor de Flanco Blanco
Diglossa sittoides,Rusty Flowerpiercer Pinchaflor de Pecho Canela
Diglossa glauca,Deep-blue Flowerpiercer Pinchaflor Azul Intenso
Diglossa caerulescens,Bluish Flowerpiercer Pinchaflor Azulado
Diglossa cyanea,Masked Flowerpiercer Pinchaflor Enmascarado
Xenodacnis parina,Tit-like Dacnis Azulito Altoandino
Haplospiza rustica,Slaty Finch Fringilo Pizarroso
Volatinia jacarina,Blue-black Grassquit Semillerito Negro Azulado
Conothraupis speculigera,Black-and-white Tanager Tangara Negra y Blanca
Creurgops verticalis,Rufous-crested Tanager Tangara de Cresta Rufa
Creurgops dentatus,Slaty Tanager Tangara Pizarrosa
Loriotus cristatus,Flame-crested Tanager Tangara Cresta de Fuego
Loriotus rufiventer,Yellow-crested Tanager Tangara de Cresta Amarilla
Loriotus luctuosus,White-shouldered Tanager Tangara de Hombro Blanco
Tachyphonus surinamus,Fulvous-crested Tanager Tangara de Cresta Leonada
Tachyphonus rufus,White-lined Tanager Tangara de Líneas Blancas
Tachyphonus phoenicius,Red-shouldered Tanager Tangara de Hombro Rojo
Eucometis penicillate,Gray-headed Tanager Tangara de Cabeza Gris
Trichothraupis melanops,Black-goggled Tanager Tangara de Anteojos
Heliothraupis oneilli,Inti Tanager Tangara IntiFamily THRAUPIDAE: Tanagers / Tangaras
Coryphospingus cucullatus,Red-crested Finch Pinzón de Cresta Roja
Ramphocelus nigrogularis,Masked Crimson Tanager Tangara Carmesí Enmascarada
Ramphocelus melanogaster,Black-bellied Tanager Tangara de Vientre Negro
Ramphocelus carbo,Silver-beaked Tanager Tangara de Pico Plateado
Ramphocelus flammigerus,Flame-rumped Tanager Tangara Flamígera
Lanio fulvus,Fulvous Shrike-Tanager Tangara Leonada
Lanio versicolor,White-winged Shrike-Tanager Tangara de Ala Blanca
Rhodospingus cruentus,Crimson-breasted Finch Pinzón de Pecho Carmesí
Cyanerpes nitidus,Short-billed Honeycreeper Mielero de Pico Corto
Cyanerpes caeruleus,Purple Honeycreeper Mielero Púrpura
Cyanerpes cyaneus,Red-legged Honeycreeper Mielero de Pata Roja
Tersina viridis,Swallow Tanager Azulejo Golondrina
Dacnis albiventris,White-bellied Dacnis Dacnis de Vientre Blanco
Dacnis egregia,Yellow-tufted Dacnis Dacnis de Pecho Amarillo
Dacnis lineata,Black-faced Dacnis Dacnis de Cara Negra
Dacnis flaviventer,Yellow-bellied Dacnis Dacnis de Vientre Amarillo
Dacnis cayana,Blue Dacnis Dacnis Azul
Sporophila bouvronides,Lesson’s Seedeater Espiguero de Lesson
Sporophila lineola,Lined Seedeater Espiguero Lineado
Sporophila leucoptera,White-bellied Seedeater Espiguero de Vientre Blanco
Sporophila peruviana,Parrot-billed Seedeater Espiguero Pico de Loro
Sporophila telasco,Chestnut-throated Seedeater Espiguero de Garganta Castaña
Sporophila simplex,Drab Seedeater Espiguero Simple
Sporophila castaneiventris,Chestnut-bellied Seedeater Espiguero de Vientre Castaño
Sporophila hypoxantha,Tawny-bellied Seedeater Espiguero de Vientre Leonado
Sporophila ruficollis,Dark-throated Seedeater Espiguero de Garganta Oscura
Sporophila funerea,Thick-billed Seed-Finch Semillero de Pico Grueso
Sporophila angolensis,Chestnut-bellied Seed-Finch Semillero de Vientre Castaño
Sporophila crassirostris,Large-billed Seed-Finch Semillero de Pico Grande
Sporophila atrirostris,Black-billed Seed-Finch Semillero de Pico Negro
Sporophila corvina,Variable Seedeater Espiguero Variable
Sporophila americana,Wing-barred Seedeater Espiguero de Ala Blanca
Sporophila luctuosa,Black-and-white Seedeater Espiguero Negro y Blanco
Sporophila nigricollis,Yellow-bellied Seedeater Espiguero de Vientre Amarillo
Sporophila caerulescens,Double-collared Seedeater Espiguero Doble Acollarado
Sporophila schistacea,Slate-colored Seedeater Espiguero Pizarroso
Sporophila plumbea,Plumbeous Seedeater Espiguero Plomizo
Saltator maximus,Buff-throated Saltator Saltador de Garganta Anteada
Saltator coerulescens,Bluish-gray Saltator Saltador Gris-azulado
Saltator striatipectus,Streaked Saltator Saltador Rayado
Saltator nigriceps,Black-cowled Saltator Saltador de Capucha Negra
Saltator aurantiirostris,Golden-billed Saltator Saltador de Pico Dorado
Saltator cinctus,Masked Saltator Saltador Enmascarado
Saltator grossus,Slate-colored Grosbeak Picogrueso de Pico Rojo
Coryphaspiza melanotis,Black-masked Finch Pinzón Enmascarado
Emberizoides herbicola,Wedge-tailed Grass-Finch Sabanero Cola de Cuña
Piezorina cinerea,Cinereous Finch Fringilo Cinéreo
Xenospingus concolor,Slender-billed Finch Fringilo Apizarrado
Pseudospingus verticalis,Black-headed Hemispingus Hemispingo de Cabeza Negra
Pseudospingus xanthophthalmus,Drab Hemispingus Hemispingo Simple
Cnemoscopus rubrirostris,Gray-hooded Bush Tanager Tangara-Montesa de Capucha Gris
Poospiza rufosuperciliaris,Rufous-browed Hemispingus Hemispingo de Ceja Rufa
Poospiza rubecula,Rufous-breasted Warbling Finch Monterita de Pecho Rufo
Poospiza hispaniolensis,Collared Warbling Finch Monterita Acollarada
Poospizopsis caesar,Chestnut-breasted Mountain Finch Monterita de Pecho Castaño
Kleinothraupis atropileus,Black-capped Hemispingus Hemispingo de Gorro Negro
Kleinothraupis parodii,Parodi’s Hemispingus Hemispingo de Parodi
Kleinothraupis calophrys,Orange-browed Hemispingus Hemispingo de Ceja Naranja
Sphenopsis frontalis,Oleaginous Hemispingus Hemispingo Oleaginoso
Sphenopsis melanotis,Black-eared Hemispingus Hemispingo de Oreja Negra
Thlypopsis sordida,Orange-headed Tanager Tangara de Cabeza Naranja
Thlypopsis inornata,Buff-bellied Tanager Tangara de Vientre Anteado
Thlypopsis ruficeps,Rust-and-yellow Tanager Tangara Rufa y Amarilla
Thlypopsis superciliaris,Superciliaried Hemispingus Hemispingo Superciliado
Thlypopsis ornata,Rufous-chested Tanager Tangara de Pecho Rufo
Thlypopsis pectoralis,Brown-flanked Tanager Tangara de Flanco Pardo
Microspingus alticola,Plain-tailed Warbling-Finch Monterita de Cola Simple
Microspingus trifasciatus,Three-striped Hemispingus Hemispingo Trirrayado
Nephelornis oneilli,Pardusco Pardusco
Incaspiza pulchra,Great Inca-Finch Fringilo-Inca Grande
Incaspiza personata,Rufous-backed Inca-Finch Fringilo-Inca de Dorso Rufo
Incaspiza ortizi,Gray-winged Inca-Finch Fringilo-Inca de Ala Gris
Incaspiza laeta,Buff-bridled Inca-Finch Fringilo-Inca de Frenillo Anteado
Incaspiza watkinsi,Little Inca-Finch Fringilo-Inca Chico
Coereba flaveola,Bananaquit Mielero Común
Asemospiza obscura,Dull-colored Grassquit Semillero Pardo
Chlorochrysa calliparaea,Orange-eared Tanager Tangara de Oreja Naranja
Paroaria coronata,Red-crested Cardinal Cardenal de Cresta Roja
Paroaria gularis,Red-capped Cardinal Cardenal de Gorro Rojo
Schistochlamys melanopis,Black-faced Tanager Tangara de Cara Negra
Cissopis leverianus,Magpie Tanager Tangara Urraca
Calochaetes coccineus,Vermilion Tanager Tangara Bermellón
Iridosornis analis,Yellow-throated Tanager Tangara de Garganta Amarilla
Iridosornis jelskii,Golden-collared Tanager Tangara de Collar Dorado
Iridosornis rufivertex,Golden-crowned Tanager Tangara de Corona Dorada
Iridosornis reinhardti,Yellow-scarfed Tanager Tangara de Bufanda Amarilla
Pipraeidea melanonota,Fawn-breasted Tanager Tangara de Pecho Anteado
Rauenia bonariensis,Blue-and-yellow Tanager Tangara Azul y Amarilla
Dubusia taeniata,Buff-breasted Mountain Tanager Tangara de Montaña de Pecho Antea do
Dubusia stictocephala,Streak-crowned Mountain Tanager
Dubusia castaneoventris,Chestnut-bellied Mountain Tanager Tangara de Montaña de Vientre Castaño
Anisognathus lacrymosus,Lacrimose Mountain Tanager Tangara de Montaña Lacrimosa
Anisognathus igniventris,Scarlet-bellied Mountain Tanager Tangara de Montaña de Vientre E scarlata
Anisognathus somptuosus,Blue-winged Mountain Tanager Tangara de Montaña de Ala Azul
Buthraupis montana,Hooded Mountain Tanager Tangara de Montaña Encapuchada
Tephrophilus wetmorei,Masked Mountain Tanager Tangara de Montaña Enmascarada
Sporathraupis cyanocephala,Blue-capped Tanager Tangara de Gorro Azul
Chlorornis riefferii,Grass-green Tanager Tangara Verde Esmeralda
Cnemathraupis eximia,Black-chested Mountain Tanager Tangara de Montaña de Pecho Negro
Cnemathraupis aureodorsalis,Golden-backed Mountain Tanager Tangara de Montaña de Dorso Do rado
Wetmorethraupis sterrhopteron,Orange-throated Tanager Tangara de Garganta Naranja
Chalcothraupis ruficervix,Golden-naped Tanager Tangara de Nuca Dorada
Stilpnia viridicollis,Silvery Tanager Tangara Plateada
Stilpnia argyrofenges,Green-throated Tanager Tangara de Garganta Verde
Stilpnia phillipsi,Sira Tanager Tangara del Sira
Stilpnia meyerdeschauenseei,Green-capped Tanager Tangara de Gorro Verde
Stilpnia cayana,Burnished-buff Tanager Tangara de Anteado Bruñido
Stilpnia nigrocincta,Masked Tanager Tangara Enmascarada
Stilpnia cyanicollis,Blue-necked Tanager Tangara de Cuello Azul
Tangara vassorii,Blue-and-black Tanager Tangara Azul y Negra
Tangara nigroviridis,Beryl-spangled Tanager Tangara Lentejuelada
Tangara labradorides,Metallic-green Tanager Tangara Verde Metálico
Tangara cyanotis,Blue-browed Tanager Tangara de Ceja Azul
Tangara mexicana,Turquoise Tanager Tangara Turquesa
Tangara chilensis,Paradise Tanager Tangara del Paraíso
Tangara velia,Opal-rumped Tanager Tangara de Lomo Opalino
Tangara callophrys,Opal-crowned Tanager Tangara de Corona Opalina
Tangara gyrola,Bay-headed Tanager Tangara de Cabeza Baya
Tangara chrysotis,Golden-eared Tanager Tangara de Oreja Dorada
Tangara xanthocephala,Saffron-crowned Tanager Tangara de Corona Azafrán
Tangara parzudakii,Flame-faced Tanager Tangara Cara de Fuego
Tangara schrankii,Green-and-gold Tanager Tangara Verde y Dorada
Tangara arthus,Golden Tanager Tangara Dorada
Tangara icterocephala,Silver-throated Tanager Tangara de Garganta Plateada
Thraupis episcopus,Blue-gray Tanager Tangara Azuleja
Thraupis sayaca,Sayaca Tanager Tangara Sayaca
Thraupis palmarum,Palm Tanager Tangara de Palmeras
Ixothraupis varia,Dotted Tanager Tangara Manchada
Ixothraupis xanthogastra,Yellow-bellied Tanager Tangara de Vientre Amarillo
Ixothraupis punctata,Spotted Tanager Tangara Moteada
Criterio de,"Solamente especies documentadas por espe címenes, fotografías, videos, o grabaciones, siempre que la evi dencia este"
(E) =,Perú h asta que un registro fuera de sus fronteras ha sido publicado.
The English,Remsen/SACCBaseline.htm
Suggested citation/Cita,"Plenge, M. A. & F. Angulo Ver sion [ date/fecha ] List of the birds of Peru / Lista de las aves del Perú. Unió n de"
Ornitólogos del,Perú: https://sites.google.com/site/boletinunop/checklist .
Ultima actualizacion:,Ciertas Pyrrhura sp. forman un grupo complejo. “SACC” reconoce para Peru: P. lucianii y P. roseifrons (incluyendo peruviana como
Phaethornis malari,"Sin embargo, no es reconoc ido como especie en"
Se ha,"South American Checklist Committee (SACC), y adoptado e l criterio de"
