nombre;nombre_comun;nombre_cientifico;descripcion;habitat;reino;filo;subfilo;clase;orden;familia;genero;estado_conservacion;Código IUCN;Categoría CITES;Categoría GBIF;cat_nacional;latitud;longitud;nombre_lugar;region;provincia;distrito;institucion_estudio;categoria
Azote de cristo;Azote de cristo;Parkinsonia aculeata;Parkinsonia aculeata L.;;Plantae;Tracheophyta;;Magnoliopsida;Fabales;Fabaceae;Parkinsonia;;LC;NA;Introducida;NA;;;;;;;;
NA;NA;Senna birostris;Senna birostris (Dombey ex Vogel) H.S.Irwin & Barneby;;Plantae;Tracheophyta;;Magnoliopsida;Fabales;Fabaceae;Senna;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Senna brongniartii;Senna brongniartii (Gaudich.) H.S.Irwin & Barneby;;Plantae;Tracheophyta;;Magnoliopsida;Fabales;Fabaceae;Senna;;NA;NA;NA;NA;;;;;;;;
Retama;Retama;Spartium junceum;Spartium junceum L.;;Plantae;Tracheophyta;;Magnoliopsida;Fabales;Fabaceae;Spartium;;NA;NA;NA;NA;;;;;;;;
Tara;Tara;Tara spinosa;Tara spinosa (Molina) Britton & Rose;;Plantae;Tracheophyta;;Magnoliopsida;Fabales;Fabaceae;Tara;;LC;NA;Nativa;VU;;;;;;;;
NA;NA;Trifolium repens;Trifolium repens L.;;Plantae;Tracheophyta;;Magnoliopsida;Fabales;Fabaceae;Trifolium;;LC;NA;Introducida;NA;;;;;;;;
Aromo;Aromo;Vachellia aroma;Vachellia aroma (Gillies ex Hook. & Arn.) Seigler & Ebinger;;Plantae;Tracheophyta;;Magnoliopsida;Fabales;Fabaceae;Vachellia;;NA;NA;NA;NA;;;;;;;;
NA;NA;Vachellia horrida;Vachellia horrida (L.) Kyal. & Boatwr.;;Plantae;Tracheophyta;;Magnoliopsida;Fabales;Fabaceae;Vachellia;;LC;NA;Introducida;NA;;;;;;;;
Yaro, Huarango;Yaro, Huarango;Vachellia huarango;Vachellia Wight & Arn.;;Plantae;Tracheophyta;;Magnoliopsida;Fabales;Fabaceae;Vachellia;;NA;NA;NA;NT;;;;;;;;
Faique;Faique;Vachellia macracantha;Vachellia macracantha (Humb. & Bonpl. ex Willd.) Seigler & Ebinger;;Plantae;Tracheophyta;;Magnoliopsida;Fabales;Fabaceae;Vachellia;;LC;NA;Nativa;NT;;;;;;;;
NA;NA;Vicia graminea;Vicia graminea Sm.;;Plantae;Tracheophyta;;Magnoliopsida;Fabales;Fabaceae;Vicia;;NA;NA;NA;NA;;;;;;;;
NA;NA;Weberbauerella brongniartioides;Weberbauerella brongniartioides Ulbr.;;Plantae;Tracheophyta;;Magnoliopsida;Fabales;Fabaceae;Weberbauerella;;NA;NA;Endémica;CR;;;;;;;;
NA;NA;Balbisia meyeniana;Balbisia meyeniana Klotzsch;;Plantae;Tracheophyta;;Magnoliopsida;Geraniales;Vivianiaceae;Balbisia;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Balbisia meyeniana;Balbisia meyeniana Klotzsch;;Plantae;Tracheophyta;;Magnoliopsida;Geraniales;Vivianiaceae;Balbisia;;NA;NA;NA;NA;;;;;;;;
NA;NA;Frankenia triandra;Frankenia triandra J.Rémy;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Frankeniaceae;Frankenia;;NA;NA;NA;NA;;;;;;;;
NA;NA;Gentiana sedifolia;Gentiana sedifolia Kunth;;Plantae;Tracheophyta;;Magnoliopsida;Gentianales;Gentianaceae;Gentiana;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Gentianella primuloides;Gentianella primuloides (Gilg) J.S.Pringle;;Plantae;Tracheophyta;;Magnoliopsida;Gentianales;Gentianaceae;Gentianella;;NA;NA;NA;NA;;;;;;;;
NA;NA;Erodium cicutarium;Erodium cicutarium (L.) L'Hér.;;Plantae;Tracheophyta;;Magnoliopsida;Geraniales;Geraniaceae;Erodium;;NA;NA;Introducida;NA;;;;;;;;
NA;NA;Erodium malacoides;Erodium malacoides (L.) L'Hér.;;Plantae;Tracheophyta;;Magnoliopsida;Geraniales;Geraniaceae;Erodium;;NA;NA;NA;NA;;;;;;;;
NA;NA;Erodium moschatum;Erodium moschatum (L.) L'Hér.;;Plantae;Tracheophyta;;Magnoliopsida;Geraniales;Geraniaceae;Erodium;;NA;NA;NA;NA;;;;;;;;
NA;NA;Geranium berteroanum;Geranium berteroanum Colla;;Plantae;Tracheophyta;;Magnoliopsida;Geraniales;Geraniaceae;Geranium;;NA;NA;NA;NA;;;;;;;;
NA;NA;Geranium core-core;Geranium core-core Steud.;;Plantae;Tracheophyta;;Magnoliopsida;Geraniales;Geraniaceae;Geranium;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Geranium sessiliflorum;Geranium sessiliflorum Cav.;;Plantae;Tracheophyta;;Magnoliopsida;Geraniales;Geraniaceae;Geranium;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Ribes brachybotrys;Ribes brachybotrys (Wedd.) Jancz.;;Plantae;Tracheophyta;;Magnoliopsida;Saxifragales;Grossulariaceae;Ribes;;NA;NA;Nativa;NA;;;;;;;;
Llacho, Chchinqui;Llacho, Chchinqui;Myriophyllum quitense;Myriophyllum quitense Kunth;;Plantae;Tracheophyta;;Magnoliopsida;Saxifragales;Haloragaceae;Myriophyllum;;LC;NA;Nativa;NA;;;;;;;;
NA;NA;Hypericum silenoides;Hypericum silenoides Juss.;;Plantae;Tracheophyta;;Magnoliopsida;Malpighiales;Hypericaceae;Hypericum;;NA;NA;NA;NA;;;;;;;;
Lipi lipi;Lipi lipi;Krameria lappacea;Krameria lappacea (Dombey) H.M.Burdet & B.B.Simpson;;Plantae;Tracheophyta;;Magnoliopsida;Zygophyllales;Krameriaceae;Krameria;;NA;NA;Nativa;EN;;;;;;;;
Matico;Matico;Marrubium vulgare;Marrubium vulgare L.;;Plantae;Tracheophyta;;Magnoliopsida;Lamiales;Lamiaceae;Marrubium;;NT;NA;Introducida;NA;;;;;;;;
Menta;Menta;Mentha aquatica;Mentha aquatica L.;;Plantae;Tracheophyta;;Magnoliopsida;Lamiales;Lamiaceae;Mentha;;LC;NA;Introducida;NA;;;;;;;;
NA;NA;Minthostachys setosa;Minthostachys setosa (Briq.) Epling;;Plantae;Tracheophyta;;Magnoliopsida;Lamiales;Lamiaceae;Minthostachys;;NA;NA;NA;NA;;;;;;;;
Orégano;Orégano;Origanum vulgare;Origanum vulgare L.;;Plantae;Tracheophyta;;Magnoliopsida;Lamiales;Lamiaceae;Origanum;;LC;NA;Introducida;NA;;;;;;;;
NA;NA;Salvia rosmarinus;Salvia rosmarinus Spenn.;;Plantae;Tracheophyta;;Magnoliopsida;Lamiales;Lamiaceae;Salvia;;LC;NA;Introducida;NA;;;;;;;;
NA;NA;Salvia paposana;Salvia paposana Phil.;;Plantae;Tracheophyta;;Magnoliopsida;Lamiales;Lamiaceae;Salvia;;NA;NA;NA;NA;;;;;;;;
NA;NA;Salvia rhombifolia;Salvia rhombifolia Ruiz & Pav.;;Plantae;Tracheophyta;;Magnoliopsida;Lamiales;Lamiaceae;Salvia;;NA;NA;NA;NA;;;;;;;;
NA;NA;Salvia tubiflora;Salvia tubiflora Sm.;;Plantae;Tracheophyta;;Magnoliopsida;Lamiales;Lamiaceae;Salvia;;NA;NA;NA;NA;;;;;;;;
Muña;Muña;Clinopodium bolivianum;Clinopodium bolivianum (Benth.) Kuntze;;Plantae;Tracheophyta;;Magnoliopsida;Lamiales;Lamiaceae;Clinopodium;;NA;NA;NA;NA;;;;;;;;
Muña;Muña;Clinopodium gilliesii;Clinopodium gilliesii (Benth.) Kuntze;;Plantae;Tracheophyta;;Magnoliopsida;Lamiales;Lamiaceae;Clinopodium;;NA;NA;NA;NA;;;;;;;;
NA;NA;Linum oligophyllum;Linum L.;;Plantae;Tracheophyta;;Magnoliopsida;Malpighiales;Linaceae;Linum;;NA;NA;NA;NA;;;;;;;;
Ortiga colorada;Ortiga colorada;Caiophora andina;Caiophora andina Urb. & Gilg;;Plantae;Tracheophyta;;Magnoliopsida;Cornales;Loasaceae;Caiophora;;LC;NA;Nativa;NA;;;;;;;;
NA;NA;Caiophora chuquitensis;Caiophora chuquitensis (Meyen) Urb. & Gilg;;Plantae;Tracheophyta;;Magnoliopsida;Cornales;Loasaceae;Caiophora;;NA;NA;Nativa;NA;;;;;;;;
Ortiga colorada;Ortiga colorada;Caiophora chuquitensis;Caiophora chuquitensis (Meyen) Urb. & Gilg;;Plantae;Tracheophyta;;Magnoliopsida;Cornales;Loasaceae;Caiophora;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Caiophora cirsiifolia;Caiophora cirsiifolia C.Presl;;Plantae;Tracheophyta;;Magnoliopsida;Cornales;Loasaceae;Caiophora;;NA;NA;Endémica;NA;;;;;;;;
Ortiga macho;Ortiga macho;Caiophora cirsiifolia;Caiophora cirsiifolia C.Presl;;Plantae;Tracheophyta;;Magnoliopsida;Cornales;Loasaceae;Caiophora;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Caiophora deserticola;Caiophora deserticola Weigend & Mark.Ackermann;;Plantae;Tracheophyta;;Magnoliopsida;Cornales;Loasaceae;Caiophora;;NA;NA;Nativa;NA;;;;;;;;
Ortiga macho;Ortiga macho;Caiophora pentlandii;Caiophora pentlandii (Paxton) G.Don ex Loudon;;Plantae;Tracheophyta;;Magnoliopsida;Cornales;Loasaceae;Caiophora;;NA;NA;NA;NA;;;;;;;;
NA;NA;Caiophora rosulata;Caiophora rosulata (Wedd.) Urb. & Gilg;;Plantae;Tracheophyta;;Magnoliopsida;Cornales;Loasaceae;Caiophora;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Caiophora cirsiifolia;Caiophora cirsiifolia C.Presl;;Plantae;Tracheophyta;;Magnoliopsida;Cornales;Loasaceae;Caiophora;;NA;NA;Endémica;NA;;;;;;;;
Ortiga macho;Ortiga macho;Caiophora cirsiifolia;Caiophora cirsiifolia C.Presl;;Plantae;Tracheophyta;;Magnoliopsida;Cornales;Loasaceae;Caiophora;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Caiophora stenocarpa;Caiophora stenocarpa Urb. & Gilg;;Plantae;Tracheophyta;;Magnoliopsida;Cornales;Loasaceae;Caiophora;;NA;NA;Endémica;NA;;;;;;;;
NA;NA;Caiophora chuquitensis;Caiophora chuquitensis (Meyen) Urb. & Gilg;;Plantae;Tracheophyta;;Magnoliopsida;Cornales;Loasaceae;Caiophora;;NA;NA;Nativa;NA;;;;;;;;
Ortiga colorada;Ortiga colorada;Caiophora chuquitensis;Caiophora chuquitensis (Meyen) Urb. & Gilg;;Plantae;Tracheophyta;;Magnoliopsida;Cornales;Loasaceae;Caiophora;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Loasa nitida;Loasa nitida Desr.;;Plantae;Tracheophyta;;Magnoliopsida;Cornales;Loasaceae;Loasa;;NA;NA;Endémica;NA;;;;;;;;
NA;NA;Mentzelia scabra;Mentzelia scabra Kunth;;Plantae;Tracheophyta;;Magnoliopsida;Cornales;Loasaceae;Mentzelia;;NA;NA;Nativa;NA;;;;;;;;
Ortiga amarilla;Ortiga amarilla;Nasa urens;Nasa urens (Jacq.) Weigend;;Plantae;Tracheophyta;;Magnoliopsida;Cornales;Loasaceae;Nasa;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Presliophytum arequipense;Presliophytum arequipense Weigend;;Plantae;Tracheophyta;;Magnoliopsida;Cornales;Loasaceae;Presliophytum;;NA;NA;NA;NA;;;;;;;;
NA;NA;Presliophytum incanum;Presliophytum incanum (Graham) Weigend;;Plantae;Tracheophyta;;Magnoliopsida;Cornales;Loasaceae;Presliophytum;;NA;NA;Endémica;NA;;;;;;;;
Sulta sulta, Sueda sueda;Sulta sulta, Sueda sueda;Ligaria cuneifolia;Ligaria cuneifolia (Ruiz & Pav.) Tiegh.;;Plantae;Tracheophyta;;Magnoliopsida;Santalales;Loranthaceae;Ligaria;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Lythrum maritimum;Lythrum maritimum Kunth;;Plantae;Tracheophyta;;Magnoliopsida;Myrtales;Lythraceae;Lythrum;;NA;NA;NA;NA;;;;;;;;
Abutilón;Abutilón;Abutilon theophrasti;Abutilon theophrasti Medik.;;Plantae;Tracheophyta;;Magnoliopsida;Malvales;Malvaceae;Abutilon;;NA;NA;NA;NA;;;;;;;;
NA;NA;Anoda cristata;Anoda cristata (L.) Schltdl.;;Plantae;Tracheophyta;;Magnoliopsida;Malvales;Malvaceae;Anoda;;NA;NA;NA;NA;;;;;;;;
Malva rosa o Malva real;Malva rosa o Malva real;Alcea rosea;Alcea rosea L.;;Plantae;Tracheophyta;;Magnoliopsida;Malvales;Malvaceae;Alcea;;NA;NA;Introducida;NA;;;;;;;;
NA;NA;Cristaria aspera;Cristaria aspera Gay;;Plantae;Tracheophyta;;Magnoliopsida;Malvales;Malvaceae;Cristaria;;NA;NA;NA;NA;;;;;;;;
NA;NA;Cristaria gracilis;Cristaria gracilis Gay;;Plantae;Tracheophyta;;Magnoliopsida;Malvales;Malvaceae;Cristaria;;NA;NA;NA;NA;;;;;;;;
NA;NA;Cristaria multifida;Cristaria multifida (Cav.) Cav.;;Plantae;Tracheophyta;;Magnoliopsida;Malvales;Malvaceae;Cristaria;;NA;NA;Endémica;NA;;;;;;;;
NA;NA;Fuertesimalva chilensis;Fuertesimalva chilensis (A.Braun & C.D.Bouché) Fryxell;;Plantae;Tracheophyta;;Magnoliopsida;Malvales;Malvaceae;Fuertesimalva;;NA;NA;NA;NA;;;;;;;;
NA;NA;Fuertesimalva pennellii;Fuertesimalva pennellii (Ulbr.) Fryxell;;Plantae;Tracheophyta;;Magnoliopsida;Malvales;Malvaceae;Fuertesimalva;;NA;NA;Endémica;NA;;;;;;;;
NA;NA;Fuertesimalva peruviana;Fuertesimalva peruviana (L.) Fryxell;;Plantae;Tracheophyta;;Magnoliopsida;Malvales;Malvaceae;Fuertesimalva;;NA;NA;NA;NA;;;;;;;;
Algodón;Algodón;Gossypium barbadense;Gossypium barbadense L.;;Plantae;Tracheophyta;;Magnoliopsida;Malvales;Malvaceae;Gossypium;;LC;NA;Nativa;NA;;;;;;;;
NA;NA;Malva assurgentiflora;Malva assurgentiflora (Kellogg) M.F.Ray;;Plantae;Tracheophyta;;Magnoliopsida;Malvales;Malvaceae;Malva;;NA;NA;Introducida;NA;;;;;;;;
Malva;Malva;Malva parviflora;Malva parviflora L.;;Plantae;Tracheophyta;;Magnoliopsida;Malvales;Malvaceae;Malva;;NA;NA;Introducida;NA;;;;;;;;
NA;NA;Modiola caroliniana;Modiola caroliniana (L.) G.Don;;Plantae;Tracheophyta;;Magnoliopsida;Malvales;Malvaceae;Modiola;;NA;NA;NA;NA;;;;;;;;
NA;NA;Nototriche alternata;Nototriche alternata A.W.Hill;;Plantae;Tracheophyta;;Magnoliopsida;Malvales;Malvaceae;Nototriche;;NA;NA;NA;NA;;;;;;;;
NA;NA;Nototriche anthemidifolia;Nototriche anthemidifolia (Remy) A.W.Hill;;Plantae;Tracheophyta;;Magnoliopsida;Malvales;Malvaceae;Nototriche;;NA;NA;NA;NA;;;;;;;;
Aldia;Aldia;Nototriche argentea;Nototriche argentea A.W.Hill;;Plantae;Tracheophyta;;Magnoliopsida;Malvales;Malvaceae;Nototriche;;NA;NA;NA;NA;;;;;;;;
NA;NA;Nototriche azorella;Nototriche azorella A.W.Hill;;Plantae;Tracheophyta;;Magnoliopsida;Malvales;Malvaceae;Nototriche;;LC;NA;Endémica;NA;;;;;;;;
NA;NA;Nototriche borussica;Nototriche borussica (Meyen) A.W.Hill;;Plantae;Tracheophyta;;Magnoliopsida;Malvales;Malvaceae;Nototriche;;NA;NA;Endémica;NA;;;;;;;;
NA;NA;Nototriche erinacea;Nototriche erinacea A.W.Hill ex B.L.Burtt;;Plantae;Tracheophyta;;Magnoliopsida;Malvales;Malvaceae;Nototriche;;NA;NA;NA;NA;;;;;;;;
NA;NA;Nototriche foetida;Nototriche foetida Ulbr.;;Plantae;Tracheophyta;;Magnoliopsida;Malvales;Malvaceae;Nototriche;;NA;NA;Endémica;NA;;;;;;;;
NA;NA;Nototriche glauca;Nototriche glauca A.W.Hill;;Plantae;Tracheophyta;;Magnoliopsida;Malvales;Malvaceae;Nototriche;;NA;NA;NA;NA;;;;;;;;
NA;NA;Nototriche obcuneata;Nototriche obcuneata (Baker fil.) A.W.Hill;;Plantae;Tracheophyta;;Magnoliopsida;Malvales;Malvaceae;Nototriche;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Nototriche pediculariifolia;Nototriche pediculariifolia (Meyen) A.W.Hill;;Plantae;Tracheophyta;;Magnoliopsida;Malvales;Malvaceae;Nototriche;;NA;NA;NA;NA;;;;;;;;
NA;NA;Nototriche pulverulenta;Nototriche pulverulenta B.L.Burtt & A.W.Hill;;Plantae;Tracheophyta;;Magnoliopsida;Malvales;Malvaceae;Nototriche;;NA;NA;NA;NA;;;;;;;;
NA;NA;Nototriche rugosa;Nototriche rugosa (Phil.) A.W.Hill;;Plantae;Tracheophyta;;Magnoliopsida;Malvales;Malvaceae;Nototriche;;NA;NA;NA;NA;;;;;;;;
NA;NA;Nototriche turritella;Nototriche turritella A.W.Hill;;Plantae;Tracheophyta;;Magnoliopsida;Malvales;Malvaceae;Nototriche;;VU;NA;Nativa;NA;;;;;;;;
NA;NA;Palaua dissecta;Palaua dissecta Benth.;;Plantae;Tracheophyta;;Magnoliopsida;Malvales;Malvaceae;Palaua;;NA;NA;NA;NA;;;;;;;;
NA;NA;Palaua moschata;Palaua moschata Cav.;;Plantae;Tracheophyta;;Magnoliopsida;Malvales;Malvaceae;Palaua;;NA;NA;NA;NA;;;;;;;;
NA;NA;Palaua pusilla;Palaua pusilla Ulbr.;;Plantae;Tracheophyta;;Magnoliopsida;Malvales;Malvaceae;Palaua;;NA;NA;NA;NA;;;;;;;;
NA;NA;Palaua velutina;Palaua velutina Ulbr. & Hill;;Plantae;Tracheophyta;;Magnoliopsida;Malvales;Malvaceae;Palaua;;NA;NA;Endémica;NA;;;;;;;;
NA;NA;Palaua weberbaueri;Palaua weberbaueri Ulbr.;;Plantae;Tracheophyta;;Magnoliopsida;Malvales;Malvaceae;Palaua;;NA;NA;NA;NA;;;;;;;;
NA;NA;Sida jatrophoides;Sida jatrophoides L'Hér.;;Plantae;Tracheophyta;;Magnoliopsida;Malvales;Malvaceae;Sida;;NA;NA;NA;NA;;;;;;;;
NA;NA;Tanacetum vulgare;Tanacetum vulgare L.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Tanacetum;;NA;NA;Introducida;NA;;;;;;;;
NA;NA;Tanacetum vulgare;Tanacetum vulgare L.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Tanacetum;;NA;NA;NA;NA;;;;;;;;
NA;NA;Tarasa capitata;Tarasa capitata (Cav.) D.M.Bates;;Plantae;Tracheophyta;;Magnoliopsida;Malvales;Malvaceae;Tarasa;;NA;NA;NA;NA;;;;;;;;
Palo blanco;Palo blanco;Tarasa operculata;Tarasa operculata (Cav.) Krapov.;;Plantae;Tracheophyta;;Magnoliopsida;Malvales;Malvaceae;Tarasa;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Tarasa tenuis;Tarasa tenuis Krapov.;;Plantae;Tracheophyta;;Magnoliopsida;Malvales;Malvaceae;Tarasa;;NA;NA;Endémica;NA;;;;;;;;
NA;NA;Urocarpidium albiflorum;Urocarpidium albiflorum Ulbr.;;Plantae;Tracheophyta;;Magnoliopsida;Malvales;Malvaceae;Urocarpidium;;NA;NA;Endémica;NA;;;;;;;;
NA;NA;Waltheria indica;Waltheria indica L.;;Plantae;Tracheophyta;;Magnoliopsida;Malvales;Malvaceae;Waltheria;;LC;NA;Nativa;NA;;;;;;;;
Membrillejo, Palo negro;Membrillejo, Palo negro;Waltheria ovata;Waltheria ovata Cav.;;Plantae;Tracheophyta;;Magnoliopsida;Malvales;Malvaceae;Waltheria;;NA;NA;NA;NA;;;;;;;;
NA;NA;Calandrinia acaulis;Calandrinia acaulis Kunth;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Montiaceae;Calandrinia;;NA;NA;NA;NA;;;;;;;;
NA;NA;Calandrinia alba;Calandrinia alba (Ruiz & Pav.) DC.;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Montiaceae;Calandrinia;;NA;NA;NA;NA;;;;;;;;
NA;NA;Calandrinia ciliata;Calandrinia ciliata (Ruiz & Pav.) DC.;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Montiaceae;Calandrinia;;NA;NA;NA;NA;;;;;;;;
NA;NA;Cistanthe calycina;Cistanthe calycina (Phil.) Carolin ex Hershk.;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Montiaceae;Philippiamra;;NA;NA;NA;NA;;;;;;;;
NA;NA;Cistanthe celosioides;Cistanthe celosioides (Phil.) Carolin ex Hershk.;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Montiaceae;Philippiamra;;NA;NA;NA;NA;;;;;;;;
NA;NA;Cistanthe pachyphylla;Cistanthe pachyphylla D.I.Ford;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Montiaceae;Cistanthe;;NA;NA;NA;NA;;;;;;;;
NA;NA;Cistanthe paniculata;Cistanthe paniculata (Ruiz & Pav.) Carolin ex Hershk.;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Montiaceae;Cistanthe;;NA;NA;Endémica;NA;;;;;;;;
Higuera;Higuera;Ficus carica;Ficus carica L.;;Plantae;Tracheophyta;;Magnoliopsida;Rosales;Moraceae;Ficus;;LC;NA;Introducida;NA;;;;;;;;
Mora;Mora;Morus nigra;Morus nigra L.;;Plantae;Tracheophyta;;Magnoliopsida;Rosales;Moraceae;Morus;;DD;NA;Introducida;NA;;;;;;;;
Huacano;Huacano;Myrica pavonis;Myrica pavonis C.DC.;;Plantae;Tracheophyta;;Magnoliopsida;Fagales;Myricaceae;Morella;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Myrica pubescens;Myrica pubescens Humb. & Bonpl. ex Willd.;;Plantae;Tracheophyta;;Magnoliopsida;Fagales;Myricaceae;Morella;;NA;NA;NA;NA;;;;;;;;
Eucalipto rojo;Eucalipto rojo;Eucalyptus camaldulensis;Eucalyptus camaldulensis Denham;;Plantae;Tracheophyta;;Magnoliopsida;Myrtales;Myrtaceae;Eucalyptus;;NT;NA;Introducida;NA;;;;;;;;
Eucalipto;Eucalipto;Eucalyptus globulus;Eucalyptus globulus Labill.;;Plantae;Tracheophyta;;Magnoliopsida;Myrtales;Myrtaceae;Eucalyptus;;LC;NA;Introducida;NA;;;;;;;;
NA;NA;Allionia incarnata;Allionia incarnata L.;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Nyctaginaceae;Allionia;;NA;NA;NA;NA;;;;;;;;
NA;NA;Boerhavia coccinea;Boerhavia coccinea Mill.;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Nyctaginaceae;Boerhavia;;NA;NA;NA;NA;;;;;;;;
NA;NA;Bougainvillea spinosa;Bougainvillea spinosa (Cav.) Heimerl;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Nyctaginaceae;Bougainvillea;;LC;NA;Nativa;NA;;;;;;;;
NA;NA;Mirabilis elegans;Mirabilis elegans (Choisy) Heimerl;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Nyctaginaceae;Mirabilis;;NA;NA;NA;NA;;;;;;;;
NA;NA;Mirabilis intercedens;Mirabilis intercedens Heimerl;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Nyctaginaceae;Mirabilis;;NA;NA;NA;NA;;;;;;;;
NA;NA;Mirabilis prostrata;Mirabilis prostrata (Ruiz & Pav.) Heimerl;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Nyctaginaceae;Mirabilis;;NA;NA;NA;NA;;;;;;;;
Layo;Layo;Epilobium denticulatum;Epilobium denticulatum Ruiz & Pav.;;Plantae;Tracheophyta;;Magnoliopsida;Myrtales;Onagraceae;Epilobium;;NA;NA;NA;NA;;;;;;;;
NA;NA;Epilobium fragile;Epilobium fragile Sam.;;Plantae;Tracheophyta;;Magnoliopsida;Myrtales;Onagraceae;Epilobium;;NA;NA;NA;NA;;;;;;;;
NA;NA;Oenothera arequipensis;Oenothera arequipensis Munz & I.M.Johnst.;;Plantae;Tracheophyta;;Magnoliopsida;Myrtales;Onagraceae;Oenothera;;NA;NA;NA;NA;;;;;;;;
Chupa sangre;Chupa sangre;Oenothera rosea;Oenothera rosea Aiton;;Plantae;Tracheophyta;;Magnoliopsida;Myrtales;Onagraceae;Oenothera;;NA;NA;NA;NA;;;;;;;;
NA;NA;Oenothera sandiana;Oenothera sandiana Hassk.;;Plantae;Tracheophyta;;Magnoliopsida;Myrtales;Onagraceae;Oenothera;;NA;NA;NA;NA;;;;;;;;
NA;NA;Castilleja pumila;Castilleja pumila (Benth.) Wedd.;;Plantae;Tracheophyta;;Magnoliopsida;Lamiales;Orobanchaceae;Castilleja;;NA;NA;NA;NA;;;;;;;;
NA;NA;Neobartsia crenoloba;Neobartsia crenoloba (Wedd.) Uribe-Convers & Tank;;Plantae;Tracheophyta;;Magnoliopsida;Lamiales;Orobanchaceae;Neobartsia;;NA;NA;NA;NA;;;;;;;;
NA;NA;Neobartsia diffusa;Neobartsia diffusa (Benth.) Uribe-Convers & Tank;;Plantae;Tracheophyta;;Magnoliopsida;Lamiales;Orobanchaceae;Neobartsia;;NA;NA;Endémica;NA;;;;;;;;
NA;NA;Neobartsia elongata;Neobartsia elongata (Wedd.) Uribe-Convers & Tank;;Plantae;Tracheophyta;;Magnoliopsida;Lamiales;Orobanchaceae;Neobartsia;;NA;NA;NA;NA;;;;;;;;
NA;NA;Neobartsia peruviana;Neobartsia peruviana (Walp.) Uribe-Convers & Tank;;Plantae;Tracheophyta;;Magnoliopsida;Lamiales;Orobanchaceae;Neobartsia;;NA;NA;NA;NA;;;;;;;;
NA;NA;Orobanche tacnaensis;Orobanche tacnaensis Mattf.;;Plantae;Tracheophyta;;Magnoliopsida;Lamiales;Orobanchaceae;Aphyllon;;NA;NA;NA;NA;;;;;;;;
NA;NA;Oxalis corniculata;Oxalis corniculata L.;;Plantae;Tracheophyta;;Magnoliopsida;Oxalidales;Oxalidaceae;Oxalis;;NA;NA;NA;NA;;;;;;;;
NA;NA;Oxalis dombeyi;Oxalis dombeyi A.St.-Hil.;;Plantae;Tracheophyta;;Magnoliopsida;Oxalidales;Oxalidaceae;Oxalis;;NA;NA;NA;NA;;;;;;;;
NA;NA;Oxalis lomana;Oxalis lomana Diels;;Plantae;Tracheophyta;;Magnoliopsida;Oxalidales;Oxalidaceae;Oxalis;;NA;NA;Endémica;NA;;;;;;;;
NA;NA;Oxalis megalorrhiza;Oxalis megalorrhiza Jacq.;;Plantae;Tracheophyta;;Magnoliopsida;Oxalidales;Oxalidaceae;Oxalis;;NA;NA;NA;NA;;;;;;;;
NA;NA;Oxalis pes-caprae;Oxalis pes-caprae L.;;Plantae;Tracheophyta;;Magnoliopsida;Oxalidales;Oxalidaceae;Oxalis;;NA;NA;NA;NA;;;;;;;;
NA;NA;Argemone mexicana;Argemone mexicana L.;;Plantae;Tracheophyta;;Magnoliopsida;Ranunculales;Papaveraceae;Argemone;;NA;NA;NA;NA;;;;;;;;
Cardosanto;Cardosanto;Argemone subfusiformis;Argemone subfusiformis G.B.Ownbey;;Plantae;Tracheophyta;;Magnoliopsida;Ranunculales;Papaveraceae;Argemone;;NA;NA;NA;NA;;;;;;;;
