nombre;nombre_comun;nombre_cientifico;descripcion;habitat;reino;filo;subfilo;clase;orden;familia;genero;estado_conservacion;Código IUCN;Categoría CITES;Categoría GBIF;cat_nacional;latitud;longitud;nombre_lugar;region;provincia;distrito;institucion_estudio;categoria
NA;NA;Nassella mucronata;Nassella mucronata (Kunth) R.W.Pohl;;Plantae;Tracheophyta;;Liliopsida;Poales;Poaceae;Nassella;;NA;NA;NA;NA;;;;;;;;
NA;NA;Nassella nardoides;Nassella nardoides (Phil.) Barkworth;;Plantae;Tracheophyta;;Liliopsida;Poales;Poaceae;Nassella;;LC;NA;Nativa;NA;;;;;;;;
NA;NA;Nassella neesiana;Nassella neesiana (Trin. & Rupr.) Barkworth;;Plantae;Tracheophyta;;Liliopsida;Poales;Poaceae;Nassella;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Nassella pubiflora;Nassella pubiflora (Trin. & Rupr.) É.Desv.;;Plantae;Tracheophyta;;Liliopsida;Poales;Poaceae;Nassella;;NA;NA;NA;NA;;;;;;;;
NA;NA;Nassella smithii;Nassella smithii (Hitchc.) Barkworth;;Plantae;Tracheophyta;;Liliopsida;Poales;Poaceae;Nassella;;NA;NA;NA;NA;;;;;;;;
NA;NA;Paspalum flavum;Paspalum flavum J.Presl;;Plantae;Tracheophyta;;Liliopsida;Poales;Poaceae;Paspalum;;NA;NA;NA;NA;;;;;;;;
NA;NA;Paspalum racemosum;Paspalum racemosum Lam.;;Plantae;Tracheophyta;;Liliopsida;Poales;Poaceae;Paspalum;;NA;NA;NA;NA;;;;;;;;
Carrizo;Carrizo;Phragmites australis;Phragmites australis (Cav.) Trin. ex Steud.;;Plantae;Tracheophyta;;Liliopsida;Poales;Poaceae;Phragmites;;LC;NA;Nativa;NA;;;;;;;;
NA;NA;Poa aequigluma;Poa aequigluma Tovar;;Plantae;Tracheophyta;;Liliopsida;Poales;Poaceae;Poa;;NA;NA;Endémica;NA;;;;;;;;
NA;NA;Poa annua;Poa annua L.;;Plantae;Tracheophyta;;Liliopsida;Poales;Poaceae;Poa;;LC;NA;Introducida;NA;;;;;;;;
NA;NA;Poa adusta;Poa adusta J.Presl;;Plantae;Tracheophyta;;Liliopsida;Poales;Poaceae;Poa;;NA;NA;NA;NA;;;;;;;;
NA;NA;Poa calycina;Poa calycina (J.Presl) Kunth;;Plantae;Tracheophyta;;Liliopsida;Poales;Poaceae;Poa;;NA;NA;NA;NA;;;;;;;;
NA;NA;Poa kurtzii;Poa kurtzii R.E.Fr.;;Plantae;Tracheophyta;;Liliopsida;Poales;Poaceae;Poa;;NA;NA;NA;NA;;;;;;;;
NA;NA;Poa macusaniensis;Poa macusaniensis (E.H.L.Krause) Refulio;;Plantae;Tracheophyta;;Liliopsida;Poales;Poaceae;Poa;;NA;NA;Endémica;NA;;;;;;;;
NA;NA;Poa pratensis;Poa pratensis L.;;Plantae;Tracheophyta;;Liliopsida;Poales;Poaceae;Poa;;LC;NA;Introducida;NA;;;;;;;;
NA;NA;Poa serpana;Poa serpana Refulio;;Plantae;Tracheophyta;;Liliopsida;Poales;Poaceae;Poa;;NA;NA;NA;NA;;;;;;;;
NA;NA;Polypogon elongatus;Polypogon elongatus Kunth;;Plantae;Tracheophyta;;Liliopsida;Poales;Poaceae;Polypogon;;NA;NA;NA;NA;;;;;;;;
NA;NA;Polypogon interruptus;Polypogon interruptus Kunth;;Plantae;Tracheophyta;;Liliopsida;Poales;Poaceae;Polypogon;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Polypogon monspeliensis;Polypogon monspeliensis (L.) Desf.;;Plantae;Tracheophyta;;Liliopsida;Poales;Poaceae;Polypogon;;LC;NA;Introducida;NA;;;;;;;;
NA;NA;Polypogon viridis;Polypogon viridis (Gouan) Breistr.;;Plantae;Tracheophyta;;Liliopsida;Poales;Poaceae;Polypogon;;LC;NA;NA;NA;;;;;;;;
NA;NA;Puccinellia frigida;Puccinellia frigida (Phil.) I.M.Johnst.;;Plantae;Tracheophyta;;Liliopsida;Poales;Poaceae;Puccinellia;;NA;NA;NA;NA;;;;;;;;
NA;NA;Setaria verticillata;Setaria verticillata (L.) P.Beauv.;;Plantae;Tracheophyta;;Liliopsida;Poales;Poaceae;Setaria;;NA;NA;NA;NA;;;;;;;;
NA;NA;Sorghum halepense;Sorghum halepense (L.) Pers.;;Plantae;Tracheophyta;;Liliopsida;Poales;Poaceae;Sorghum;;NA;NA;NA;NA;;;;;;;;
NA;NA;Sporobolus indicus;Sporobolus indicus (L.) R.Br.;;Plantae;Tracheophyta;;Liliopsida;Poales;Poaceae;Sporobolus;;LC;NA;Nativa;NA;;;;;;;;
NA;NA;Sporobolus virginicus;Sporobolus virginicus (L.) Kunth;;Plantae;Tracheophyta;;Liliopsida;Poales;Poaceae;Sporobolus;;LC;NA;Nativa;NA;;;;;;;;
NA;NA;Stipa annua;Stipa annua Mez;;Plantae;Tracheophyta;;Liliopsida;Poales;Poaceae;Stipa;;NA;NA;NA;NA;;;;;;;;
NA;NA;Stipa hans-meyeri;Stipa hans-meyeri Pilg.;;Plantae;Tracheophyta;;Liliopsida;Poales;Poaceae;Stipa;;NA;NA;NA;NA;;;;;;;;
NA;NA;Stipa plumosa;Stipa plumosa Trin.;;Plantae;Tracheophyta;;Liliopsida;Poales;Poaceae;Stipa;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Stipa rigidiseta;Stipa rigidiseta (Pilg.) Hitchc.;;Plantae;Tracheophyta;;Liliopsida;Poales;Poaceae;Stipa;;NA;NA;Endémica;NA;;;;;;;;
NA;NA;Tragus berteronianus;Tragus berteronianus Schult.;;Plantae;Tracheophyta;;Liliopsida;Poales;Poaceae;Tragus;;NA;NA;NA;NA;;;;;;;;
NA;NA;Tragus racemosus;Tragus racemosus (L.) All.;;Plantae;Tracheophyta;;Liliopsida;Poales;Poaceae;Tragus;;NA;NA;NA;NA;;;;;;;;
NA;NA;Tripogonella spicata;Tripogonella spicata (Nees) P.M.Peterson & Romasch.;;Plantae;Tracheophyta;;Liliopsida;Poales;Poaceae;Tripogonella;;NA;NA;NA;NA;;;;;;;;
NA;NA;Potamogeton punense;Potamogeton punense A.Galán;;Plantae;Tracheophyta;;Liliopsida;Alismatales;Potamogetonaceae;Potamogeton;;NA;NA;NA;NA;;;;;;;;
NA;NA;Zannichellia andina;Zannichellia andina Holm-Niels. & R.R.Haynes;;Plantae;Tracheophyta;;Liliopsida;Alismatales;Potamogetonaceae;Zannichellia;;NA;NA;NA;NA;;;;;;;;
NA;NA;Zannichellia palustris;Zannichellia palustris L.;;Plantae;Tracheophyta;;Liliopsida;Alismatales;Potamogetonaceae;Zannichellia;;LC;NA;Nativa;NA;;;;;;;;
NA;NA;Ruppia maritima;Ruppia maritima L.;;Plantae;Tracheophyta;;Liliopsida;Alismatales;Ruppiaceae;Ruppia;;LC;NA;Introducida;NA;;;;;;;;
Totora;Totora;Typha domingensis;Typha domingensis Pers.;;Plantae;Tracheophyta;;Liliopsida;Poales;Typhaceae;Typha;;LC;NA;Introducida;NA;;;;;;;;
Sábila;Sábila;Aloe vera;Aloe vera (L.) Burm.f.;;Plantae;Tracheophyta;;Liliopsida;Asparagales;Asphodelaceae;Aloe;;NA;NC;Introducida;NA;;;;;;;;
NA;NA;Pasithea coerulea;Pasithea caerulea (Ruiz & Pav.) D.Don;;Plantae;Tracheophyta;;Liliopsida;Asparagales;Asphodelaceae;Pasithea;;NA;NA;NA;NA;;;;;;;;
NA;NA;Mesembryanthemum crystallinum;Mesembryanthemum crystallinum L.;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Aizoaceae;Mesembryanthemum;;NA;NA;NA;NA;;;;;;;;
Verdolaga;Verdolaga;Sesuvium portulacastrum;Sesuvium portulacastrum (L.) L.;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Aizoaceae;Sesuvium;;LC;NA;Nativa;NA;;;;;;;;
NA;NA;Tetragonia crystallina;Tetragonia crystallina L'Hér.;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Aizoaceae;Tetragonia;;NA;NA;NA;NA;;;;;;;;
NA;NA;Tetragonia macrocarpa;Tetragonia macrocarpa Phil.;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Aizoaceae;Tetragonia;;NA;NA;NA;NA;;;;;;;;
NA;NA;Tetragonia maritima;Tetragonia maritima Barnéoud;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Aizoaceae;Tetragonia;;NA;NA;NA;NA;;;;;;;;
NA;NA;Tetragonia ovata;Tetragonia ovata Phil.;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Aizoaceae;Tetragonia;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Tetragonia pedunculata;Tetragonia pedunculata Phil.;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Aizoaceae;Tetragonia;;NA;NA;NA;NA;;;;;;;;
NA;NA;Tetragonia vestita;Tetragonia vestita I.M.Johnst.;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Aizoaceae;Tetragonia;;NA;NA;NA;NA;;;;;;;;
NA;NA;Alternanthera caracasana;Alternanthera caracasana Kunth;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Amaranthaceae;Alternanthera;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Alternanthera eupatorioides;Alternanthera eupatorioides Remy;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Amaranthaceae;Alternanthera;;NA;NA;NA;NA;;;;;;;;
Hierba blanca;Hierba blanca;Alternanthera halimifolia;Alternanthera halimifolia (Lam.) Standl. ex Pittier;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Amaranthaceae;Alternanthera;;NA;NA;NA;NA;;;;;;;;
NA;NA;Alternanthera pubiflora;Alternanthera pubiflora (Benth.) Kuntze;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Amaranthaceae;Alternanthera;;NA;NA;NA;NA;;;;;;;;
NA;NA;Alternanthera pungens;Alternanthera pungens Kunth;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Amaranthaceae;Alternanthera;;NA;NA;NA;NA;;;;;;;;
NA;NA;Amaranthus celosioides;Amaranthus celosioides Kunth;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Amaranthaceae;Amaranthus;;NA;NA;NA;NA;;;;;;;;
NA;NA;Amaranthus dubius;Amaranthus dubius Mart.;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Amaranthaceae;Amaranthus;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Amaranthus hybridus;Amaranthus hybridus L.;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Amaranthaceae;Amaranthus;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Amaranthus spinosus;Amaranthus spinosus L.;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Amaranthaceae;Amaranthus;;NA;NA;NA;NA;;;;;;;;
NA;NA;Atriplex atacamensis;Atriplex atacamensis Phil.;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Amaranthaceae;Atriplex;;NA;NA;NA;NA;;;;;;;;
NA;NA;Atriplex imbricata;Atriplex imbricata (Moq.) D.Dietr.;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Amaranthaceae;Atriplex;;NA;NA;NA;NA;;;;;;;;
NA;NA;Atriplex peruviana;Atriplex peruviana Moq.;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Amaranthaceae;Atriplex;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Atriplex semibaccata;Atriplex semibaccata R.Br.;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Amaranthaceae;Atriplex;;NA;NA;NA;NA;;;;;;;;
NA;NA;Chenopodium album;Chenopodium album L.;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Amaranthaceae;Chenopodium;;NA;NA;NA;NA;;;;;;;;
NA;NA;Chenopodium incisum;Dysphania R.Br.;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Amaranthaceae;Dysphania;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Chenopodium macrospermum;Oxybasis Kar. & Kir.;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Amaranthaceae;Oxybasis;;NA;NA;NA;NA;;;;;;;;
NA;NA;Chenopodium fasciculosum;Chenopodium fasciculosum Aellen;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Amaranthaceae;Chenopodiastrum;;LC;NA;Introducida;NA;;;;;;;;
NA;NA;Chenopodium petiolare;Chenopodium petiolare Kunth;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Amaranthaceae;Chenopodium;;NA;NA;Nativa;NA;;;;;;;;
Paico;Paico;Dysphania ambrosioides;Dysphania ambrosioides (L.) Mosyakin & Clemants;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Amaranthaceae;Dysphania;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Gomphrena meyeniana;Gomphrena meyeniana Walp.;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Amaranthaceae;Gomphrena;;NA;NA;NA;NA;;;;;;;;
NA;NA;Salicornia pulvinata;Salicornia pulvinata R.E.Fr.;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Amaranthaceae;Salicornia;;NA;NA;NA;NA;;;;;;;;
NA;NA;Suaeda foliosa;Suaeda foliosa Moq.;;Plantae;Tracheophyta;;Magnoliopsida;Caryophyllales;Amaranthaceae;Suaeda;;NA;NA;NA;NA;;;;;;;;
Jassi, molle, carzo;Jassi, molle, carzo;Haplorhus peruviana;Haplorhus peruviana Engl.;;Plantae;Tracheophyta;;Magnoliopsida;Sapindales;Anacardiaceae;Haplorhus;;EN;NA;Nativa;CR;;;;;;;;
Molle;Molle;Schinus molle;Schinus molle L.;;Plantae;Tracheophyta;;Magnoliopsida;Sapindales;Anacardiaceae;Schinus;;LC;NA;Nativa;NA;;;;;;;;
Molle hawaiiano;Molle hawaiiano;Schinus terebinthifolius;Schinus terebinthifolia Raddi;;Plantae;Tracheophyta;;Magnoliopsida;Sapindales;Anacardiaceae;Schinus;;NA;NA;NA;NA;;;;;;;;
Yareta, Capo;Yareta, Capo;Azorella compacta;Azorella compacta Phil.;;Plantae;Tracheophyta;;Magnoliopsida;Apiales;Apiaceae;Azorella;;LC;NA;Nativa;VU;;;;;;;;
NA;NA;Azorella diapensioides;Azorella diapensioides A.Gray;;Plantae;Tracheophyta;;Magnoliopsida;Apiales;Apiaceae;Azorella;;LC;NA;Nativa;VU;;;;;;;;
NA;NA;Bowlesia flabilis;Bowlesia flabilis J.F.Macbr.;;Plantae;Tracheophyta;;Magnoliopsida;Apiales;Apiaceae;Bowlesia;;NA;NA;NA;NA;;;;;;;;
NA;NA;Bowlesia lobata;Bowlesia lobata Ruiz & Pav.;;Plantae;Tracheophyta;;Magnoliopsida;Apiales;Apiaceae;Bowlesia;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Bowlesia sodiroana;Bowlesia sodiroana H.Wolff;;Plantae;Tracheophyta;;Magnoliopsida;Apiales;Apiaceae;Bowlesia;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Bowlesia tenella;Bowlesia tenella Meyen;;Plantae;Tracheophyta;;Magnoliopsida;Apiales;Apiaceae;Bowlesia;;NA;NA;NA;NA;;;;;;;;
NA;NA;Bowlesia tropaeolifolia;Bowlesia tropaeolifolia Gillies & Hook.;;Plantae;Tracheophyta;;Magnoliopsida;Apiales;Apiaceae;Bowlesia;;NA;NA;NA;NA;;;;;;;;
NA;NA;Conium maculatum;Conium maculatum L.;;Plantae;Tracheophyta;;Magnoliopsida;Apiales;Apiaceae;Conium;;NA;NA;NA;NA;;;;;;;;
NA;NA;Cyclospermum laciniatum;Cyclospermum laciniatum (DC.) Constance;;Plantae;Tracheophyta;;Magnoliopsida;Apiales;Apiaceae;Cyclospermum;;NA;NA;Introducida;NA;;;;;;;;
NA;NA;Cyclospermum leptophyllum;Cyclospermum leptophyllum (Pers.) Sprague;;Plantae;Tracheophyta;;Magnoliopsida;Apiales;Apiaceae;Cyclospermum;;NA;NA;NA;NA;;;;;;;;
NA;NA;Daucus montanus;Daucus montanus Humb. & Bonpl. ex Schult.;;Plantae;Tracheophyta;;Magnoliopsida;Apiales;Apiaceae;Daucus;;NA;NA;NA;NA;;;;;;;;
NA;NA;Domeykoa saniculifolia;Domeykoa saniculifolia Mathias & Constance;;Plantae;Tracheophyta;;Magnoliopsida;Apiales;Apiaceae;Domeykoa;;NA;NA;Endémica;NA;;;;;;;;
NA;NA;Eremocharis confinis;Eremocharis confinis I.M.Johnst.;;Plantae;Tracheophyta;;Magnoliopsida;Apiales;Apiaceae;Eremocharis;;NA;NA;Endémica;NA;;;;;;;;
NA;NA;Foeniculum vulgare;Foeniculum vulgare Mill.;;Plantae;Tracheophyta;;Magnoliopsida;Apiales;Apiaceae;Foeniculum;;LC;NA;Introducida;NA;;;;;;;;
NA;NA;Gomphocarpus physocarpus;Gomphocarpus physocarpus E.Mey.;;Plantae;Tracheophyta;;Magnoliopsida;Gentianales;Apocynaceae;Gomphocarpus;;NA;NA;NA;NA;;;;;;;;
NA;NA;Jobinia formosa;Jobinia formosa (N.E.Br.) Liede & Meve;;Plantae;Tracheophyta;;Magnoliopsida;Gentianales;Apocynaceae;Jobinia;;NA;NA;NA;NA;;;;;;;;
NA;NA;Lilaeopsis occidentalis;Lilaeopsis occidentalis J.M.Coult. & Rose;;Plantae;Tracheophyta;;Magnoliopsida;Apiales;Apiaceae;Lilaeopsis;;LC;NA;Nativa;NA;;;;;;;;
NA;NA;Oxypetalum erectum;Oxypetalum erectum Mart.;;Plantae;Tracheophyta;;Magnoliopsida;Gentianales;Apocynaceae;Oxypetalum;;NA;NA;NA;NA;;;;;;;;
NA;NA;Pentacyphus andinus;Pentacyphus andinus (Ball) Liede;;Plantae;Tracheophyta;;Magnoliopsida;Gentianales;Apocynaceae;Pentacyphus;;NA;NA;NA;NA;;;;;;;;
NA;NA;Philibertia solanoides;Philibertia solanoides Kunth;;Plantae;Tracheophyta;;Magnoliopsida;Gentianales;Apocynaceae;Philibertia;;NA;NA;NA;NA;;;;;;;;
Hoja redonda;Hoja redonda;Hydrocotyle bonariensis;Hydrocotyle bonariensis Comm. ex Lam.;;Plantae;Tracheophyta;;Magnoliopsida;Apiales;Araliaceae;Hydrocotyle;;LC;NA;Nativa;NA;;;;;;;;
Wira wira hembra;Wira wira hembra;Achyrocline alata;Achyrocline alata (Kunth) DC.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Achyrocline;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Achyrocline ramosissima;Achyrocline ramosissima (Sch.Bip.) Britton;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Achyrocline;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Ageratina sternbergiana;Ageratina sternbergiana (DC.) R.M.King & H.Rob.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Ageratina;;NA;NA;NA;NA;;;;;;;;
NA;NA;Aldama helianthoides;Aldama helianthoides (Rich.) E.E.Schill. & Panero;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Aldama;;NA;NA;Nativa;NA;;;;;;;;
Saki;Saki;Aldama helianthoides;Aldama helianthoides (Rich.) E.E.Schill. & Panero;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Aldama;;NA;NA;NA;NA;;;;;;;;
Altamiza;Altamiza;Ambrosia arborescens;Ambrosia arborescens Mill.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Ambrosia;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Ambrosia artemisiifolia;Ambrosia artemisiifolia L.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Ambrosia;;NA;NA;Nativa;NA;;;;;;;;
Tola hedionda;Tola hedionda;Ambrosia artemisioides;Ambrosia artemisioides Meyen & Walp.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Ambrosia;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Ambrosia fruticosa;Ambrosia L.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Ambrosia;;NA;NA;NA;NA;;;;;;;;
NA;NA;Ambrosia peruviana;Ambrosia L.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Ambrosia;;NA;NA;NA;NA;;;;;;;;
NA;NA;Andicolea graveolens;Andicolea graveolens (Sch.Bip.) Mayta & Molinari;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Andicolea;;NA;NA;NA;NA;;;;;;;;
NA;NA;Aristeguietia ballii;Aristeguietia ballii (Oliv.) R.M.King & H.Rob.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Aristeguietia;;NA;NA;Endémica;NA;;;;;;;;
Ajenjo;Ajenjo;Artemisia absinthium;Artemisia absinthium L.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Artemisia;;LC;NA;NA;NA;;;;;;;;
Tolilla;Tolilla;Baccharis boliviensis;Baccharis boliviensis (Wedd.) Cuatrec.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Baccharis;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Baccharis caespitosa;Baccharis caespitosa (Ruiz & Pav.) Pers.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Baccharis;;NA;NA;Nativa;NA;;;;;;;;
Kimsacucho, Karkeja;Kimsacucho, Karkeja;Baccharis genistelloides;Baccharis genistelloides (Lam.) Pers.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Baccharis;;NA;NA;Nativa;NT;;;;;;;;
NA;NA;Baccharis gnidiifolia;Baccharis gnidiifolia Kunth;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Baccharis;;NA;NA;NA;NA;;;;;;;;
NA;NA;Baccharis latifolia;Baccharis latifolia (Ruiz & Pav.) Pers.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Baccharis;;LC;NA;Nativa;NA;;;;;;;;
Altamisa;Altamisa;Baccharis peruviana;Baccharis peruviana Cuatrec.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Baccharis;;NA;NA;NA;NA;;;;;;;;
NA;NA;Baccharis salicifolia;Baccharis salicifolia (Ruiz & Pav.) Pers.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Baccharis;;LC;NA;Nativa;NA;;;;;;;;
Chilca, Chare;Chilca, Chare;Baccharis scandens;Baccharis scandens (Ruiz & Pav.) Pers.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Baccharis;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Baccharis sphaerocephala;Baccharis sphaerocephala Hook. & Arn.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Baccharis;;NA;NA;NA;NA;;;;;;;;
Tola;Tola;Baccharis tola;Baccharis tola Phil.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Baccharis;;NA;NA;Nativa;NA;;;;;;;;
Tola;Tola;Baccharis tricuneata;Baccharis tricuneata (L.fil.) Pers.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Baccharis;;NA;NA;Nativa;NA;;;;;;;;
Misico;Misico;Bidens andicola;Bidens andicola Kunth;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Bidens;;NA;NA;Nativa;NA;;;;;;;;
Cadillo, chiriro;Cadillo, chiriro;Bidens pilosa;Bidens pilosa L.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Bidens;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Bidens triplinervia;Bidens triplinervia Kunth;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Bidens;;NA;NA;NA;NA;;;;;;;;
NA;NA;Calendula officinalis;Calendula officinalis L.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Calendula;;NA;NA;Introducida;NA;;;;;;;;
NA;NA;Centaurea melitensis;Centaurea melitensis L.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Centaurea;;NA;NA;Introducida;NA;;;;;;;;
NA;NA;Chaetanthera peruviana;Chaetanthera peruviana A.Gray;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Chaetanthera;;NA;NA;Endémica;NA;;;;;;;;
NA;NA;Chersodoma arequipensis;Chersodoma arequipensis (Cuatrec.) Cuatrec.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Chersodoma;;NA;NA;NA;CR;;;;;;;;
NA;NA;Chersodoma candida;Chersodoma candida Phil.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Chersodoma;;NA;NA;NA;NA;;;;;;;;
NA;NA;Chersodoma antennaria;Chersodoma antennaria (Wedd.) Cabrera;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Chersodoma;;NA;NA;NA;NA;;;;;;;;
Tola blanca, coa blanca;Tola blanca, coa blanca;Chersodoma jodopappa;Chersodoma jodopappa (Sch.Bip. ex Wedd.) Cabrera;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Chersodoma;;NA;NA;Nativa;NA;;;;;;;;
Guishuara karkataya;Guishuara karkataya;Chersodoma juanisernii;Chersodoma juanisernii (Cuatrec.) Cuatrec.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Chersodoma;;NA;NA;Endémica;NA;;;;;;;;
Guishuara;Guishuara;Chuquiraga spinosa;Chuquiraga spinosa D.Don;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Chuquiraga;;NA;NA;Nativa;NT;;;;;;;;
NA;NA;Cichorium intybus;Cichorium intybus L.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Cichorium;;LC;NA;Introducida;NA;;;;;;;;
NA;NA;Cirsium vulgare;Cirsium vulgare (Savi) Ten.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Cirsium;;NA;NA;NA;NA;;;;;;;;
NA;NA;Culcitium canescens;Culcitium canescens Humb. & Bonpl.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Culcitium;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Culcitium serratifolium;Culcitium serratifolium Meyen & Walp.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Senecio;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Conyza deserticola;Conyza deserticola Phil.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Erigeron;;NA;NA;Nativa;NA;;;;;;;;
NA;NA;Coreopsis fasciculata;Coreopsis fasciculata Wedd.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Coreopsis;;NA;NA;Endémica;NA;;;;;;;;
NA;NA;Cotula australis;Cotula australis (Sieber ex Spreng.) Hook.fil.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Cotula;;DD;NA;Introducida;NA;;;;;;;;
NA;NA;Cuatrecasasiella argentina;Cuatrecasasiella argentina (Cabrera) H.Rob.;;Plantae;Tracheophyta;;Magnoliopsida;Asterales;Asteraceae;Cuatrecasasiella;;NA;NA;Nativa;NA;;;;;;;;
